repository,issue_count,comment_count,unique_users,open_issues,first_issue,last_issue
JessicaJohnBritto/QOSF_Cohort6,7,2,3,0,2023-12-08,2024-09-04
ohadlev77/sat-circuits-engine,7,0,2,1,2022-09-22,2024-05-09
classicvalues/quantum-2,2,1,3,2,2023-04-17,2023-04-17
zkingofzsky/Cirq,1,0,1,0,2020-08-12,2020-08-12
Garfieldgzhh/mitiq,3,3,2,1,2023-03-22,2023-04-01
chriseclectic/qiskit-terra,71,78,12,8,2018-03-15,2024-07-24
graphiq-dev/graphiq,62,37,7,0,2022-04-19,2024-09-24
dwavesystems/dwave-neal,110,76,23,5,2017-10-13,2022-11-25
exohood/exania-QuantumKatas,1,0,1,0,2024-01-23,2024-01-23
MarcDrudis/windsurfer,1,0,1,1,2024-09-04,2024-09-04
psakkaris/qudotpy,22,5,3,14,2014-06-16,2022-06-21
QuTech-Delft/OpenSquirrel,368,164,12,17,2023-11-07,2024-10-28
quantumjim/qiskit-terra,5,2,2,0,2020-03-25,2020-05-26
CQCL/quantinuum-hardware-quantum-volume,12,0,4,2,2022-06-30,2024-09-13
peendebak/Qcodes,222,200,1,23,2022-02-03,2023-03-28
draft-land/QuantumOptics.jl,1,1,1,0,2019-10-20,2019-10-20
paulineollitrault/qiskit-aqua,7,1,2,0,2020-10-19,2021-04-23
rigetticomputing/reference-qvm,23,25,16,2,2017-09-30,2019-03-28
cmleecm/ProjectQ,1,1,2,1,2022-12-19,2022-12-19
QunaSys/quri-parts-cuquantum,4,1,3,0,2024-07-22,2024-10-22
Dot145/qiskit-terra,1,0,1,0,2020-09-22,2020-09-22
CreoleHustle/QuanPro_pennylane,1,1,2,0,2024-10-04,2024-10-04
sethmerkel/qiskit-terra,12,7,1,5,2022-07-11,2023-03-27
qu-tan-um/Cirq,1,0,1,0,2020-01-09,2020-01-09
dev-aditya/qutip,1,0,1,0,2022-06-20,2022-06-20
declanmillar/qiskit,51,87,2,5,2022-03-11,2024-07-12
Boniface316/qaoa_landscape,7,0,1,0,2023-05-28,2023-06-22
nelimee/sqmap,4,0,2,0,2024-04-03,2024-04-04
Praveen91299/tequila,1,0,1,0,2023-10-05,2023-10-05
rfclambert/qiskit-terra,2,0,1,0,2019-06-17,2019-07-19
v-r0/qiskit-aqua,1,0,1,0,2021-03-24,2021-03-24
Roshan-Thomas/toqito,1,0,1,1,2024-05-30,2024-05-30
mmeeaallyynn/artiq,6,0,3,0,2024-01-02,2024-09-18
Drinion/qiskit-terra,1,0,1,0,2021-03-09,2021-03-09
microsoft/accelerated-dft,6,0,1,0,2024-06-13,2024-10-02
lia-approves/pyzx,1,0,1,0,2019-08-13,2019-08-13
Mu-L/mahout,24,0,1,0,2022-11-17,2024-02-17
gzquse/qiskit_summer_school,1,0,1,1,2024-09-04,2024-09-04
gillverd/cv-tfq,24,14,3,1,2022-07-07,2023-07-14
JDWhitfieldAWS/amazon-braket-examples,3,0,1,3,2023-08-21,2023-08-21
ORNL-QCI/xacc-dwave,11,1,4,5,2017-09-27,2019-04-09
ThorvaldLarsen/Qcodes,18,0,1,0,2017-11-06,2019-06-24
murphyjm/cs269q_radzihovsky_murphy_swofford,18,8,1,10,2019-10-31,2022-12-08
vadebayo49/qiskit-terra,1,0,1,0,2021-08-26,2021-08-26
qiboteam/qiboedu,15,15,4,4,2024-02-14,2024-10-05
viai957/qiskit-honeywell-provider,18,0,2,18,2022-04-04,2024-07-10
jakeffbulmer/strawberryfields,1,0,1,0,2021-06-29,2021-06-29
paulineollitrault/qiskit-terra,39,16,2,5,2019-05-07,2023-03-06
TobiasPrie/qfr,2,0,2,0,2021-08-09,2021-10-25
tonybruguier/ReCirq,1,0,1,1,2023-05-01,2023-05-01
oqc-community/qat,236,192,27,23,2023-08-31,2024-10-28
marwahaha/Quirk,1,0,1,1,2021-02-25,2021-02-25
SooluThomas/qiskit-terra,6,0,2,1,2019-12-07,2021-03-19
rigetti/qcs-sdk-qir,51,33,7,12,2021-11-28,2022-11-07
jamestiotio/ProjectQ,1,0,1,0,2023-08-26,2023-08-26
kouwenhovenlab/Qcodes,7,0,2,0,2017-12-13,2018-05-06
davidmerwin/Cirq,2,3,2,2,2023-09-27,2023-10-17
ra9107/NYUAD-2022-SeQured,5,0,4,0,2022-03-31,2022-04-01
charlesyuan314/Qualtran,1,1,1,0,2024-06-21,2024-06-21
cnxtech/dwave-system,2,1,1,1,2022-04-30,2022-06-22
laurencap/openqasm,1,1,1,0,2023-11-20,2023-11-20
redfx-quantum/strange,134,43,14,7,2018-03-27,2023-10-10
LaurinFischer/qiskit-nature,1,1,2,0,2021-08-25,2021-08-25
qucat/qucat,99,164,16,21,2019-05-07,2024-10-15
khlaifiabilel/TensorFlow-Quantum,11,8,2,3,2020-06-15,2023-03-25
ChenZhao44/quantum-benchmarks,2,0,1,0,2020-09-17,2020-10-27
abdulrahman305/quantum,12,32,8,1,2024-02-02,2024-09-30
qiskit-community/qiskit-finance,345,330,42,4,2021-01-20,2024-09-13
MarcusGDaniels/qiskit-aer,3,0,2,1,2020-08-05,2020-11-10
Rick0317/tequila,4,0,1,0,2023-03-10,2023-03-28
jlapeyre/qiskit-aqua,1,0,1,0,2020-09-03,2020-09-03
UWFormulaN/qchem,23,3,3,7,2024-03-08,2024-10-28
openquantumhardware/qick,295,354,48,14,2021-11-13,2024-10-28
Jim137/QuantumSimulation_IsingModel,6,0,2,0,2023-04-21,2023-06-20
mtreinish/qiskit-ignis,5,0,3,0,2019-06-24,2021-11-03
maxwell04-wq/qiskit-tutorials-unitaryhack2023,1,0,1,0,2023-05-31,2023-05-31
vtomole/Cirq,11,3,3,0,2019-02-13,2022-10-17
MohammadrezaTavasoli/Quantum-LSTM,2,0,1,1,2022-09-16,2022-09-16
verult-prowbot/Cirq,19,10,2,0,2019-05-15,2019-05-22
anbclausen/quills,49,16,2,0,2024-02-12,2024-04-04
zapatacomputing/z-quantum-qcbm,90,64,18,2,2020-04-09,2022-06-23
schoi839/tequila,2,0,2,0,2022-05-26,2022-08-12
anupamaray/qiskit-terra,1,0,1,0,2022-07-05,2022-07-05
XYShe/ProjectQ,11,22,4,2,2021-03-31,2022-12-19
uJhin/qiskit-nature,1,0,1,1,2022-05-04,2022-05-04
astafan8/Qcodes,404,385,3,15,2018-07-20,2022-11-08
eendebakpt/qtt,2,0,1,0,2022-10-04,2023-01-08
ORNL-QCI/xacc-vqe,41,17,7,13,2017-08-08,2019-12-22
augustehirth/Cirq,1,0,1,0,2022-05-26,2022-05-26
qBraid/NYUAD-2022,15,5,13,0,2022-03-17,2022-04-08
Jrbiltmore/AGI_System,2,1,1,1,2024-08-29,2024-09-03
obliviateandsurrender/qiskit-experiments,1,0,1,0,2021-06-22,2021-06-22
HaeffnerLab/IonSim.jl,116,167,18,14,2020-03-25,2024-09-19
grey-area/qcircuits,3,2,4,3,2020-05-04,2022-07-08
haykkh/qSim,1,0,1,0,2019-08-18,2019-08-18
asafdi/pyEPR,4,0,1,0,2020-01-14,2020-08-04
newton-per-sqm/QuMADA,1,0,1,0,2023-07-24,2023-07-24
Arihant-Joshi/qiskit-terra,1,0,1,0,2021-07-29,2021-07-29
xkwei1119/qiskit-terra,1,0,1,0,2019-01-04,2019-01-04
UCLA-VAST/OLSQ,5,1,1,0,2021-07-20,2022-07-07
nikhartman/Qcodes,264,249,3,15,2021-01-21,2023-01-24
CQCL/Quixer,1,0,1,1,2024-07-26,2024-07-26
IainMcl/Quantum-Computing-Project,13,0,1,0,2019-02-02,2019-03-12
alfrisch/qiskit-terra,1,0,1,0,2017-08-01,2017-08-01
isabella232/torchquantum,1,0,1,1,2024-08-01,2024-08-01
MagriLab/RF_QRC,1,0,1,0,2024-06-11,2024-06-11
nunofernandes-plight/thewalrus,1,0,1,1,2021-02-20,2021-02-20
sandbox-quantum/Tangelo,392,228,21,6,2021-03-20,2024-08-06
Intuitive-Flow/qiskit,48,0,1,1,2024-06-20,2024-10-25
shashankyadav03/AIHackathon24,9,0,1,0,2024-03-09,2024-03-09
Surfndez/QuantumKatas,1,1,2,1,2021-01-21,2021-01-21
Q-Compiler/UniversalQCompiler,7,0,5,1,2019-04-05,2022-07-13
qiboteam/rl-noisemodel,67,25,6,0,2023-01-20,2024-07-25
Intuitive-Flow/Cirq,26,0,1,0,2024-07-11,2024-10-22
ihincks/python-qinfer,1,0,1,0,2016-09-23,2016-09-23
abedygathaba/QuantumKatas,1,0,1,1,2021-10-24,2021-10-24
qiskit-community/QuantumGraph,10,8,4,2,2020-04-24,2020-12-09
fernandodelaiglesia/ProjectQ,3,0,1,0,2021-03-27,2021-03-27
avalon-lang/avaloni,1,0,1,0,2020-05-18,2020-05-18
mkeshita/Quirk,1,0,1,1,2022-03-29,2022-03-29
EQuS/bosonic,5,1,2,1,2022-10-12,2024-03-05
lfd/quantum-rl,1,0,1,0,2022-02-10,2022-02-10
nonhermitian/qiskit-ignis,1,0,1,0,2020-02-13,2020-02-13
haroldmeerwaldt/Qcodes,162,147,1,15,2021-12-10,2023-01-25
toniraggs/amazon-braket-sdk-python,2,0,1,0,2022-05-18,2022-05-26
FX31337/FX31337,12,0,1,12,2018-06-10,2018-06-11
yoshida-ryuhei/qiskit-terra,24,33,3,7,2022-11-02,2024-07-08
mtreinish/qiskit-aer,7,1,4,0,2020-05-11,2023-02-28
BBN-Q/QGL.jl,32,47,6,7,2016-12-20,2023-12-15
HQSquantumsimulations/qoqo_qryd,222,119,5,7,2022-05-23,2024-10-22
duaneking/QuantumKatas,1,0,1,1,2024-01-11,2024-01-11
Qiskit/qiskit-aqua,1582,2680,262,10,2018-06-13,2021-11-26
bgkyer/pennylane,2,2,2,2,2024-07-25,2024-07-30
CQCL/aqua,1,0,1,0,2018-12-04,2018-12-04
01110011011101010110010001101111/torchquantum,15,0,1,2,2023-08-30,2024-02-21
qiboteam/qibolab,1079,3416,47,119,2021-05-06,2024-10-29
kevinsung/qiskit-nature,1,0,1,0,2022-03-23,2022-03-23
ornl-qci/tnqvm,118,40,9,6,2016-11-08,2024-07-19
uJhin/Blueqat,1,0,1,1,2022-07-16,2022-07-16
manuelmorgado/AQiPT,3,0,3,0,2022-02-07,2022-04-11
rigetti/reference-qvm,23,25,16,2,2017-09-30,2019-03-28
bicycle315/qiskit-experiments,4,0,1,0,2022-10-26,2022-12-14
qbit12/qiskit-community-tutorials,1,0,1,1,2020-08-14,2020-08-14
psschwei/qiskit-serverless,4,0,2,0,2023-11-02,2023-11-03
NoureldinYosri/qsim,1,0,1,1,2024-03-29,2024-03-29
jaygambetta/qiskit-terra,4,0,2,0,2018-11-12,2018-11-12
eggerdj/qiskit-experiments,4,0,3,1,2021-05-21,2021-12-18
Min-Li/mitiq,1,0,1,0,2023-07-10,2023-07-10
CQCL/pyzx,1,1,1,1,2021-08-05,2021-08-05
nathanshammah/piqs,68,17,9,6,2017-09-22,2022-10-15
att-innovate/squanch,7,14,5,2,2018-07-19,2021-05-05
sorin-bolos/qiskit-tutorial,1,0,1,0,2020-04-05,2020-04-05
MrRobot2211/qutip,2,0,1,0,2021-03-28,2021-04-07
DarthFudd/qbsolv,1,0,1,0,2017-01-11,2017-01-11
crazy4pi314/mitiq,1,0,1,0,2021-02-26,2021-02-26
vivekkatial/HAQC,43,3,4,2,2021-04-28,2024-04-11
QuTech-Delft/cQASM,1,0,1,1,2024-05-06,2024-05-06
classicvalues/QuantumKatas,4,1,5,3,2021-08-21,2023-03-23
ankit27kh/pennylane,5,0,1,0,2021-08-19,2021-08-24
ycechungAI/QuantumKatas,2,0,2,2,2021-10-11,2024-07-11
pandey-tushar/torchquantum,11,0,1,0,2023-05-29,2023-06-12
hixio-mh/quantum,8,6,1,2,2021-08-25,2023-03-25
qldpc/exp_ldpc,9,2,1,3,2022-09-08,2022-11-17
nnatchunn/QuEST,1,0,1,1,2020-03-13,2020-03-13
sfantao/qiskit-aer,4,1,1,1,2023-08-22,2023-08-22
qiskit-community/qiskit-nature,1358,2563,167,59,2020-09-17,2024-08-14
tim20010803/Quela_Qblox,2,0,2,0,2024-05-21,2024-05-21
fsagbuya/artiq,1,1,2,0,2023-08-23,2023-08-23
pk8868/qc-random,7,0,2,0,2022-04-15,2022-05-05
ntwalibas/vqe,4,1,1,3,2021-04-30,2022-12-08
1ucian0/HAQC,1,0,1,0,2024-04-08,2024-04-08
sarvex/qiskit-nature,2,0,2,1,2023-06-05,2024-09-03
CatherineCMcGeoch/dwave_networkx,1,0,1,1,2020-12-02,2020-12-02
jwallnoefer/graphepp,15,1,3,0,2021-04-09,2024-09-04
sustainable-processes/scikit-quant,6,0,1,0,2020-04-27,2020-05-27
nijinjose/QuantumKatas,1,0,1,1,2021-04-01,2021-04-01
deltacasttv/holohub,2,0,1,2,2024-05-02,2024-05-02
chriseclectic/qiskit-experiments,2,0,2,0,2021-07-29,2021-07-29
FiQCI/iqm-client,6,0,3,0,2024-04-26,2024-10-21
theRoughCode/pennylane,1,0,1,1,2020-10-08,2020-10-08
QRcode1337/qutip,1,2,3,1,2024-02-26,2024-02-26
burgholzer/qfr,1,0,1,1,2024-09-03,2024-09-03
nunofernandes-plight/strawberryfields,1,0,1,1,2021-02-20,2021-02-20
sarvex/qiskit-aer,1,0,1,0,2023-06-05,2023-06-05
uJhin/quimb,1,0,1,1,2022-06-16,2022-06-16
elijun831/qiskit-on-docker,7,0,1,1,2024-07-02,2024-07-26
qu-tan-um/qiskit-terra,1,0,1,0,2020-01-09,2020-01-09
PennyLaneAI/pennylane-qulacs,75,73,36,6,2020-01-20,2024-09-19
ericardomuten/qcnn-hep,8,1,4,3,2021-06-26,2024-04-19
mballarin97/mps_qnn,3,1,3,1,2022-07-19,2024-02-05
CasperStaahl/QIC-Mini-Project,17,0,2,3,2024-06-11,2024-06-17
Strilanc/ProjectQ,2,0,1,0,2017-04-25,2017-04-26
gmauricio/Cirq,1,0,1,0,2023-04-21,2023-04-21
ehchen/qiskit-ibm-runtime,1,0,1,1,2023-11-01,2023-11-01
QM-EricP/qua-libs,1,0,1,1,2024-07-12,2024-07-12
merav-aharoni/qiskit-terra,29,27,1,2,2022-03-09,2023-03-06
uJhin/qiskit-ibm-runtime,1,0,1,1,2022-05-04,2022-05-04
arcondello/dimod,2,0,2,0,2018-11-23,2022-04-20
peter-janderks/ProjectQ,1,0,1,0,2019-07-29,2019-07-29
isabella232/quantum-1,1,1,2,1,2021-02-24,2021-02-24
jorgevazquezperez/Quantum-image-classifier,15,0,1,1,2022-04-25,2022-06-09
ismirlia/qiskit-metal,1,0,1,1,2022-03-08,2022-03-08
dongreenberg/aqua,3,2,2,0,2020-04-15,2020-10-15
edasgupta/qiskit-terra,11,0,2,0,2019-06-27,2019-07-18
artiste-qb-net/quantum-fog,19,24,4,12,2016-02-18,2021-03-07
robertloredo/qiskit-community-tutorials,1,0,1,0,2020-04-14,2020-04-14
mhramani/dimod,2,0,1,0,2021-06-23,2021-06-28
e-zz/qiskit,1,0,1,0,2024-04-01,2024-04-01
ORNL-QCI/xacc-projectq,1,0,1,0,2018-07-23,2018-07-23
qnl/Qcodes,1,0,1,0,2021-10-12,2021-10-12
mmehrani/pyquil,1,0,1,1,2021-11-12,2021-11-12
qutech/QuMADA,106,151,7,41,2023-06-26,2024-10-25
delapuente/qiskit-terra,19,13,2,2,2018-09-21,2018-10-23
pichristoph/qfr,82,130,3,7,2022-04-27,2023-03-01
equal1/Qcodes,7,0,1,0,2022-10-25,2024-05-13
Shubhamkunwar10/Cirq-quantum,1,0,1,1,2024-07-11,2024-07-11
gabrieleagl/qiskit-aqua,1,0,1,0,2021-02-19,2021-02-19
ozaner/qRNG,13,8,12,4,2019-09-23,2023-06-02
nfwvogt/qoqo,169,197,3,5,2021-06-29,2024-01-08
harunpehlivan/quantum-circuit,1,0,1,1,2020-07-27,2020-07-27
dwavesystems/chimera-embedding,6,1,5,0,2016-10-14,2019-06-25
mayhemheroes/qsim,2,2,2,0,2022-07-06,2023-01-29
sara-nl/Covid19-HPML,79,39,3,38,2020-04-09,2022-12-08
yitinche/amazon-braket-sdk-python,1,0,1,0,2021-05-15,2021-05-15
JulienCalistoTD/mpqp,5,0,1,1,2024-03-22,2024-08-21
Hugh-888/deepquantum,2,0,1,0,2024-07-31,2024-08-29
toddbirchard/qiskit-tutorial,1,0,1,1,2018-12-27,2018-12-27
thomasrockhu/pennylane,1,1,2,0,2020-10-04,2020-10-04
microsoft/Qcodes,6461,14983,231,213,2015-06-09,2024-10-30
RQC-QApp/QuantumComputingBot,1,0,1,1,2021-02-07,2021-02-07
k-tamuraphys/qiskit-nature,6,1,2,0,2021-09-27,2021-11-11
Alexios-xi/QuantumKatas,1,0,1,0,2020-05-22,2020-05-22
qbit-/qtree,8,0,3,0,2018-07-30,2020-07-18
taw181/qutip,1,0,1,1,2020-02-06,2020-02-06
tanlin2013/tnpy,35,4,3,23,2021-09-15,2024-08-06
Anthony-Gandon/qiskit-nature,1,0,1,0,2023-05-31,2023-05-31
jheckey/openqasm,1,1,1,0,2022-03-08,2022-03-08
egbQuantum/strawberryfields,1,0,1,0,2019-08-07,2019-08-07
alexanderivrii/qiskit-terra,77,145,5,2,2022-03-10,2024-07-19
emilianomfortes/krylovsolver,12,2,4,2,2021-06-28,2021-12-10
shi-srivastava/qiskit-tutorials,1,0,1,1,2021-07-23,2021-07-23
SchusterLab/qick,2,0,1,1,2022-01-29,2022-01-29
odidev/dimod,1,0,1,0,2021-09-22,2021-09-22
QuEraComputing/Bloqade.jl,678,996,56,69,2020-04-10,2024-10-23
ollie314/mahout,4,0,1,0,2016-08-30,2016-10-14
Sinestro38/quantum,1,0,1,1,2023-03-20,2023-03-20
taorunz/Giallar,2,0,2,2,2024-02-07,2024-09-05
tensorflow/quantum,809,1623,211,152,2020-02-07,2024-10-12
qibogang/qibo,11,5,3,4,2022-11-15,2022-12-20
AbdullahKazi500/qlasskit,1,0,1,1,2024-05-31,2024-05-31
JosephDenman/qiskit-aqua,1,1,2,0,2020-11-16,2020-11-16
UST-QuAntiL/qhana,1,0,1,0,2021-07-27,2021-07-27
amitkumarj441/QNET,1,0,1,0,2019-05-17,2019-05-17
f-koehler/quimb,2,0,1,0,2023-05-09,2024-04-01
alibaba/acqdp,26,36,16,6,2020-10-22,2024-03-25
Qyusu/qxmt,121,6,2,3,2024-07-10,2024-10-28
tula3and/qiskit-ibm-runtime,1,0,1,1,2023-01-10,2023-01-10
fabiosanches13/Cirq,2,0,1,1,2018-08-06,2018-08-20
iamdipansh/qiskit,1,0,1,0,2024-03-15,2024-03-15
usesnames/pygrnd,1,0,1,0,2023-01-19,2023-01-19
mkeshita/openqasm,1,0,1,1,2022-03-29,2022-03-29
jamestiotio/lightwood,1,0,1,0,2023-09-29,2023-09-29
brandonaltieri1/Qcodes,3,0,1,0,2023-02-14,2023-02-15
qc-tum/qib,3,1,4,0,2022-12-09,2024-04-19
metapunkkk/QuNetSim,2,0,1,0,2023-05-30,2023-05-30
Roshan-Thomas/scqubits,1,0,1,1,2024-05-31,2024-05-31
dsp-testing/Qcodes,171,147,1,24,2023-01-20,2024-10-24
BBN-Q/PyQLab,138,292,15,6,2012-12-17,2017-06-16
tahmid-khan/black-scholes-qiskit,1,0,1,1,2024-09-05,2024-09-05
matrix-compute/Cirq,56,15,3,56,2024-06-23,2024-10-24
t-imamichi/qiskit-aqua,3,4,3,0,2018-10-19,2020-04-11
entropy-lab/entropy,359,543,17,29,2021-04-04,2023-05-24
SashwatAnagolum/qiskit-aqua,3,0,1,0,2020-11-21,2021-01-05
quantumlib/OpenFermion,894,2523,169,78,2017-09-27,2024-10-17
marisvs/qiskit-tutorial,1,0,1,0,2018-05-13,2018-05-13
PaddlePaddle/Quantum,49,129,43,27,2020-05-20,2024-07-22
PennyLaneAI/pennylane-lightning,966,2563,82,66,2020-07-17,2024-10-29
jamestiotio/silq,1,0,1,0,2022-10-15,2022-10-15
qiskit-community/qiskit-quantinuum-provider,40,62,16,6,2020-02-19,2024-07-22
uJhin/cirq-on-iqm,1,0,1,1,2022-06-23,2022-06-23
rokzitko/nrgljubljana,17,21,9,4,2019-11-18,2023-11-29
mattorourke17/quimb,1,0,1,0,2022-02-21,2022-02-21
ionq/ProjectQ,20,34,2,2,2021-06-21,2023-09-18
qBraid/qBraid,816,631,41,20,2019-09-26,2024-10-30
rryoung98/Hackathon2021,6,0,1,0,2021-07-26,2021-07-28
qulacs/cirq-qulacs,15,1,6,3,2019-05-04,2021-10-18
jbeckerwsi/Qcodes,1,0,1,0,2024-01-16,2024-01-16
olegxtend/Hackathon2021,3,0,1,0,2021-07-28,2021-07-28
uJhin/qsim,1,0,1,1,2022-05-24,2022-05-24
alessandrosebastianelli/hybrid_quantum_models,3,0,1,2,2023-09-14,2024-10-28
relsmoler/qiskit-community-tutorials,1,0,1,1,2020-01-25,2020-01-25
Pratul-Saini/pennylane,1,0,1,0,2021-08-23,2021-08-23
sfc-aqua/quisp,561,436,34,139,2020-03-13,2024-08-15
att-innovate/netQuil,34,0,2,0,2019-06-20,2019-08-21
Astlaan/OpenQL,1,0,1,0,2019-11-03,2019-11-03
EmilianoG-byte/qml,1,0,1,1,2024-05-10,2024-05-10
Accenture/mahout,5,2,2,3,2021-06-23,2024-02-29
zapata-engineering/orquestra-quantum,87,94,21,1,2022-04-18,2024-01-20
qutech/qupulse-mfli,9,0,2,1,2024-03-15,2024-04-12
poig/qiskit-terra,1,0,1,0,2022-06-20,2022-06-20
spham1611/qutritium,2,0,1,0,2023-02-20,2023-02-20
daniel-miller-quantum/qiskit-ignis,3,0,1,1,2021-08-05,2021-09-20
johnhornibrook/Qcodes,1,0,1,0,2017-10-20,2017-10-20
sarvex/qiskit-metal,2,0,1,2,2023-12-09,2024-01-19
AbdullahKazi500/fusion-blossom,1,0,1,1,2024-05-31,2024-05-31
Roshan-Thomas/graphix,1,0,1,1,2024-05-30,2024-05-30
qilimanjaro-tech/qiboconnection,167,197,18,5,2021-12-15,2024-10-14
enavarro51/qiskit-terra,1,0,1,0,2020-04-04,2020-04-04
iic-jku/ddsim,458,624,32,11,2020-03-03,2024-10-28
LIFE-Electronic/cuda-quantum,1,0,1,1,2024-09-23,2024-09-23
jacobmarks/QTop,2,2,2,2,2017-01-06,2017-08-02
mdcoury/dimod,1,0,1,0,2023-01-04,2023-01-04
obliviateandsurrender/pennylane,1,0,1,0,2021-09-21,2021-09-21
MaxMood96/qiskit-terra,111,76,6,34,2021-07-19,2024-07-10
softwareQinc/staq,74,130,18,5,2020-01-08,2024-07-23
libranet/libranet-quantum,801,54,3,0,2023-09-09,2024-10-28
stefan-woerner/qiskit-terra,23,0,1,0,2018-12-16,2020-06-22
radical-cybertools/quantum-mini-apps,5,2,3,1,2024-08-06,2024-10-02
reb-ddm/mqt-core,1,0,1,0,2024-01-29,2024-01-29
jamestiotio/OpenQL,2,0,2,1,2023-08-26,2023-08-26
FloEdelmann/intel-qs,11,3,3,2,2021-10-28,2023-06-08
daimurat/qiskit-terra,19,14,1,5,2022-05-16,2023-03-06
cheekrw/qiskit-terra,1,0,1,0,2020-01-12,2020-01-12
obliviateandsurrender/nisqai-dev,1,0,1,0,2019-08-08,2019-08-08
amazon-braket/amazon-braket-sdk-python,1031,1526,122,36,2019-11-17,2024-10-23
Procatv/qiskit-terra-catherines,1,0,1,1,2024-08-01,2024-08-01
LAJIidea/QPanda-2,1,0,1,1,2023-02-20,2023-02-20
rahulsust/pyzx,1,0,1,1,2023-09-08,2023-09-08
dweigand/qutip,1,0,1,0,2018-11-08,2018-11-08
icochecker/qutip,1,0,1,0,2018-11-12,2018-11-12
owenagnel/qreservoir,4,0,2,0,2023-08-26,2024-01-10
ajberdy/openqasm,1,0,1,0,2022-04-13,2022-04-13
kkpan11/lightwood,13,0,1,0,2023-07-11,2024-04-30
arcondello/dwave_micro_client,1,0,1,0,2019-01-07,2019-01-07
TomVethaak/qiskit-metal,6,0,1,0,2021-12-21,2022-04-01
boldar99/pyzx,1,0,1,0,2024-06-29,2024-06-29
Interlin-q/Interlin-q,53,35,7,10,2020-10-27,2022-05-06
mattdanielbrown/SwiftQuantumComputing,3,0,3,2,2021-11-24,2023-08-15
AndrewLitteken/ScaffCC,1,0,1,0,2019-07-08,2019-07-08
seeqc/pyEPR,1,0,1,0,2020-07-11,2020-07-11
HansNorg/NEAT-for-quantum-circuits,8,0,1,0,2024-01-04,2024-03-19
ktyborowski/lightwood,1,0,1,1,2021-10-24,2021-10-24
qibogang/qibocal,7,7,3,1,2022-11-17,2022-12-20
scsk-quantum/phiqonnect,2,0,2,2,2024-02-04,2024-06-19
TuringQ/deepquantum,51,25,8,2,2024-06-20,2024-10-29
rafal-pracht/qiskit-terra,1,0,1,0,2022-06-14,2022-06-14
XanaduAI/qml-benchmarks,35,4,7,7,2024-02-22,2024-10-15
takuji-hiraoka/graphix,1,0,1,0,2023-06-11,2023-06-11
rdisipio/quantum_unfolding,2,1,3,1,2019-08-14,2019-08-25
mario-valdivia/Perceval,3,0,1,0,2022-09-12,2022-12-21
PeilinZHENG/tensorcircuit,21,0,1,0,2023-07-13,2023-11-07
jwoehr/nuqasm2,3,13,3,1,2020-02-23,2023-10-19
markturner289/Stim-fork,1,0,1,0,2023-04-03,2023-04-03
brian840122/Trainable-Embedding-QML,1,0,1,0,2024-06-13,2024-06-13
qucontrol/krotov,105,245,30,9,2018-11-06,2024-10-22
neildick/Qcodes,113,103,1,10,2020-08-20,2022-10-17
yaelbh/qiskit-experiments,4,0,3,0,2021-05-28,2022-02-21
ajesse11x/Cirq,9,0,2,9,2021-03-19,2024-07-09
coruscating/qiskit-ignis,1,0,1,0,2020-08-30,2020-08-30
jucgonzalezes/qencore,1,0,1,0,2024-07-17,2024-07-17
tonybruguier/Cirq,11,0,1,11,2022-04-14,2023-02-12
joachimneu/pyquil,1,0,1,0,2019-05-29,2019-05-29
unitaryfund/mitiq,2500,7237,157,124,2020-02-03,2024-10-29
ishxiao/QuantumOptics.jl,3,0,1,3,2021-06-19,2023-06-23
thephoeron/quipper-language,3,1,3,3,2015-06-17,2016-07-11
alpine-quantum-technologies/artiq,28,2,2,2,2024-06-21,2024-10-24
gvvynplaine/ProjectQ,1,0,1,1,2020-10-30,2020-10-30
SINHASantos/dwave-ocean-sdk,41,0,1,0,2022-12-11,2024-10-06
RebelTat/OpenFermion,13,0,2,13,2021-06-19,2022-08-02
dwavesystems/dwavebinarycsp,120,67,24,21,2017-12-16,2024-01-16
frederikwilde/qradient,16,3,1,5,2020-02-24,2023-02-11
declanmillar/qiskit-simulation,8,7,2,0,2024-06-23,2024-06-24
ArlineQ/arline_quantum,6,4,3,0,2022-03-01,2023-08-21
mapmeld/jsquil,13,3,2,0,2017-03-10,2020-01-26
Roshan-Thomas/qiskit-terra,14,9,2,5,2022-03-07,2023-03-07
tqsd/QuNetSim,167,199,41,19,2020-01-15,2024-04-02
rawkintrevo/qumat,1,0,1,0,2024-01-17,2024-01-17
HHeda/qucat,2,0,1,2,2021-05-25,2021-05-25
cda-tum/mqt-core,738,934,36,28,2020-03-09,2024-10-28
dmtvanzanten/Qcodes,130,120,1,10,2020-07-28,2022-12-26
imaihal/qiskit-ignis,1,0,1,1,2019-06-21,2019-06-21
dolph/qiskit-terra,1,0,1,0,2019-03-07,2019-03-07
iqm-finland/qiskit-on-iqm,124,60,21,5,2022-01-17,2024-10-25
alexlshon/qiskit-terra,2,0,1,0,2020-08-26,2020-10-12
a-matsuo/qiskit-terra,23,16,4,5,2020-12-16,2023-03-06
eveningdong/negational_symmetry,7,6,1,1,2021-08-04,2023-03-25
philippaltmann/QCD,1,0,1,0,2024-07-29,2024-07-29
pedrorrivero/qiskit-community-tutorials,1,0,1,0,2019-10-04,2019-10-04
